"Permit Number","Permit Name","DBA","Class","Class Issue Status","Date Of Action","Street1","Street2","City","State","Zip","City/Twp of Premises","County","Agency Number","Quota Exempt Class","Site Location Vote"
"69580540005","PLATFORM BEERS LLC","DBA PLATFORM BREWERY & EXT TANKS","A1","ISSUED","5/5/2021","3506 VEGA AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"69580540005","PLATFORM BEERS LLC","DBA PLATFORM BREWERY & EXT TANKS","A2","ISSUED","12/8/2016","3506 VEGA AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"69580540025","PLATFORM BEERS LLC","","A1","ISSUED","10/24/2022","3135 SACKETT AVE","","CLEVELAND","OH","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"69580540025","PLATFORM BEERS LLC","","A1A","ISSUED","10/28/2019","3135 SACKETT AVE","","CLEVELAND","OH","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"69580540025","PLATFORM BEERS LLC","","A2","ISSUED","10/24/2022","3135 SACKETT AVE","","CLEVELAND","OH","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"69580540030","PLATFORM BEERS LLC","","A1","ISSUED","10/24/2022","4125 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"69580540030","PLATFORM BEERS LLC","","A1A","ISSUED","6/18/2014","4125 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"69580540030","PLATFORM BEERS LLC","","A2","ISSUED","12/19/2016","4125 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","NO"
"69580540030","PLATFORM BEERS LLC","","D6","ISSUED","12/30/2022","4125 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00941","NOT A QUOTA EXEMPT CLASS","YES"
"69580549040","PLATFORM BEERS LLC","DBA PLATFORM BEER YARD AREA","A1A","ISSUED","10/17/2022","4157 LORAIN AV","","CLEVELAND","OH","44109","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6959296","PLAYA INC","DBA SOCIAL ROOM 1ST FL & BSMT & PATIO","D1","ISSUED","5/12/2011","2261-63 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6959296","PLAYA INC","DBA SOCIAL ROOM 1ST FL & BSMT & PATIO","D2","ISSUED","5/12/2011","2261-63 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6959296","PLAYA INC","DBA SOCIAL ROOM 1ST FL & BSMT & PATIO","D3","ISSUED","5/12/2011","2261-63 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6959296","PLAYA INC","DBA SOCIAL ROOM 1ST FL & BSMT & PATIO","D3A","ISSUED","5/12/2011","2261-63 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6959296","PLAYA INC","DBA SOCIAL ROOM 1ST FL & BSMT & PATIO","D6","ISSUED","5/12/2011","2261-63 LEE RD","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6961521","PLAYHOUSE SQUARE HOTEL LLC","DBA CLEVELAND CROWNE PLAZA AT PLAYHOUSE SQUARE","D5A","ISSUED","2/12/2018","1260 EUCLID AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"6961521","PLAYHOUSE SQUARE HOTEL LLC","DBA CLEVELAND CROWNE PLAZA AT PLAYHOUSE SQUARE","D6","ISSUED","2/12/2018","1260 EUCLID AVE","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"6968876","PLUM CAFE LLC","","D5","ISSUED","11/25/2019","4133 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6968876","PLUM CAFE LLC","","D6","ISSUED","12/29/2022","4133 LORAIN AV","","CLEVELAND","OH","44113","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","YES"
"6659999","PMG AIRPORT PLAZAS DEVELOPERS LLC","DBA CLEVELAND AIRPORT PLAZA","C1","ISSUED","9/18/2019","18930 BROOK PARK RD","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"6659999","PMG AIRPORT PLAZAS DEVELOPERS LLC","DBA CLEVELAND AIRPORT PLAZA","C2","ISSUED","4/4/2022","18930 BROOK PARK RD","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7008855","POE KING LLC","","D1","ISSUED","7/20/2018","2260 LEE ROAD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7008855","POE KING LLC","","D2","ISSUED","7/20/2018","2260 LEE ROAD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7008855","POE KING LLC","","D3","ISSUED","7/20/2018","2260 LEE ROAD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7008855","POE KING LLC","","D3A","ISSUED","7/20/2018","2260 LEE ROAD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7008855","POE KING LLC","","D6","ISSUED","7/20/2018","2260 LEE ROAD & PATIO","","CLEVELAND HGTS","OHIO","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6981693","POINT HURON INN INC & TERRENCE J TARANTINO","DBA LA DOLCE VITA 1ST FL & BSMT & PATIO","D1","ISSUED","10/8/1993","12106-12 MAYFIELD RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6981693","POINT HURON INN INC & TERRENCE J TARANTINO","DBA LA DOLCE VITA 1ST FL & BSMT & PATIO","D2","ISSUED","10/8/1993","12106-12 MAYFIELD RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6981693","POINT HURON INN INC & TERRENCE J TARANTINO","DBA LA DOLCE VITA 1ST FL & BSMT & PATIO","D3","ISSUED","10/8/1993","12106-12 MAYFIELD RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6981693","POINT HURON INN INC & TERRENCE J TARANTINO","DBA LA DOLCE VITA 1ST FL & BSMT & PATIO","D6","ISSUED","9/19/1994","12106-12 MAYFIELD RD","","CLEVELAND","OHIO","44106","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6991201","POLISH AMERICAN CULTURAL CENTER JP II","","D4","ISSUED","6/4/2002","6501 LANSING AV BASEMENT ONLY","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","00970","NOT A QUOTA EXEMPT CLASS","NO"
"699370900311","POLISH LEGION OF AMERICAN VETERANS GEORGE WASHINGTON POST0031","","D4","ISSUED","10/18/1972","850 E 200TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"699370900311","POLISH LEGION OF AMERICAN VETERANS GEORGE WASHINGTON POST0031","","D6","ISSUED","12/11/1991","850 E 200TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"69937090013","POLISH LEGION OF AMERICAN VETERANS LINCOLN POST0013","","D4","ISSUED","","6009 FLEET AV","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","00953","NOT A QUOTA EXEMPT CLASS","NO"
"69937090013","POLISH LEGION OF AMERICAN VETERANS LINCOLN POST0013","","D6","ISSUED","10/21/2017","6009 FLEET AV","","CLEVELAND","OHIO","44105","CLEVELAND","CUYAHOGA","00953","NOT A QUOTA EXEMPT CLASS","NO"
"6997098","POLISH VETERANS ALLIANCE INC GENERAL THADDEUS KOSCIUSZKO POST","","D4","ISSUED","10/25/1973","2234 PROFESSOR ST 1ST FL & BASEMENT","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7027284","PORCO INC","DBA PORCO LOUNGE 1ST FL BSMT & PATIO","D1","ISSUED","5/21/2013","2527 W 25TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"7027284","PORCO INC","DBA PORCO LOUNGE 1ST FL BSMT & PATIO","D2","ISSUED","5/21/2013","2527 W 25TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"7027284","PORCO INC","DBA PORCO LOUNGE 1ST FL BSMT & PATIO","D3","ISSUED","5/21/2013","2527 W 25TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"7027284","PORCO INC","DBA PORCO LOUNGE 1ST FL BSMT & PATIO","D3A","ISSUED","5/21/2013","2527 W 25TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"7027284","PORCO INC","DBA PORCO LOUNGE 1ST FL BSMT & PATIO","D6","ISSUED","5/21/2013","2527 W 25TH ST","","CLEVELAND","OHIO","44113","CLEVELAND","CUYAHOGA","00969","NOT A QUOTA EXEMPT CLASS","NO"
"7057572","PRADHAN ENTERPRISES CO","","C1","ISSUED","10/4/2012","13710-12 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7057572","PRADHAN ENTERPRISES CO","","C2","ISSUED","10/4/2012","13710-12 LORAIN AV","","CLEVELAND","OH","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7085874","PRIMO VINO LLC","DBA CLE URBAN WINERY","A1A","ISSUED","3/12/2019","2180 B LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7085874","PRIMO VINO LLC","DBA CLE URBAN WINERY","A2","ISSUED","5/9/2016","2180 B LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7085874","PRIMO VINO LLC","DBA CLE URBAN WINERY","B2A","ISSUED","5/9/2016","2180 B LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7085874","PRIMO VINO LLC","DBA CLE URBAN WINERY","D6","ISSUED","12/6/2016","2180 B LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","YES"
"7085874","PRIMO VINO LLC","DBA CLE URBAN WINERY","S1","ISSUED","5/9/2016","2180 B LEE RD","","CLEVELAND HEIGHTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7086655","PRINCE & GRISHMA INC","DBA WEST MINI MART","C2","ISSUED","3/10/2022","3892 W 130TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7086655","PRINCE & GRISHMA INC","DBA WEST MINI MART","C2X","ISSUED","3/10/2022","3892 W 130TH ST","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7082830","PRINCESS PARIS LLC","","D5","ISSUED","7/7/2016","3560 E 93RD ST","","CLEVELAND","OH","44105","CLEVELAND","CUYAHOGA","00953","TRANSFER EXEMPT","NO"
"7082830","PRINCESS PARIS LLC","","D6","ISSUED","8/2/2016","3560 E 93RD ST","","CLEVELAND","OH","44105","CLEVELAND","CUYAHOGA","00953","NOT A QUOTA EXEMPT CLASS","NO"
"7098383","PRIVILEGE LOUNGE LLC","DBA PRIVILEGE GENTLEMENS CLUB","D5","ISSUED","11/15/2021","12820 BROOKPARK RD & PATIO","","CLEVELAND","OHIO","44130","CLEVELAND","CUYAHOGA","00901","NOT A QUOTA EXEMPT CLASS","NO"
"7093275","PROFESSIONAL TAVERN MANAGEMENT LLC","DBA COACHS PLACE 1ST FL & BSMT","D1","ISSUED","4/10/2012","19003 ST CLAIR AV","","CLEVELAND","OHIO","44117","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"7093275","PROFESSIONAL TAVERN MANAGEMENT LLC","DBA COACHS PLACE 1ST FL & BSMT","D2","ISSUED","4/10/2012","19003 ST CLAIR AV","","CLEVELAND","OHIO","44117","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"7093275","PROFESSIONAL TAVERN MANAGEMENT LLC","DBA COACHS PLACE 1ST FL & BSMT","D3","ISSUED","4/10/2012","19003 ST CLAIR AV","","CLEVELAND","OHIO","44117","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"7093275","PROFESSIONAL TAVERN MANAGEMENT LLC","DBA COACHS PLACE 1ST FL & BSMT","D3A","ISSUED","4/10/2012","19003 ST CLAIR AV","","CLEVELAND","OHIO","44117","CLEVELAND","CUYAHOGA","00910","NOT A QUOTA EXEMPT CLASS","NO"
"7065255","PROXIMITY GOLF LOUNGE LLC","DBA PROXIMITY GOLF LOUNGE","D5","ISSUED","10/1/2019","3099 MAYFIELD RD","","CLEVELAND HGTS","OH","44118","CLEVELAND HGTS","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6617633","PRT MANAGEMENT INC","DBA PEARL ROAD TAVERN & 4370 PEARL RD 1ST FL & BSMT","D1","ISSUED","8/28/2019","4374-76 PEARL RD PATIO ONLY","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6617633","PRT MANAGEMENT INC","DBA PEARL ROAD TAVERN & 4370 PEARL RD 1ST FL & BSMT","D2","ISSUED","8/28/2019","4374-76 PEARL RD PATIO ONLY","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6617633","PRT MANAGEMENT INC","DBA PEARL ROAD TAVERN & 4370 PEARL RD 1ST FL & BSMT","D3","ISSUED","8/28/2019","4374-76 PEARL RD PATIO ONLY","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6617633","PRT MANAGEMENT INC","DBA PEARL ROAD TAVERN & 4370 PEARL RD 1ST FL & BSMT","D3A","ISSUED","8/28/2019","4374-76 PEARL RD PATIO ONLY","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6617633","PRT MANAGEMENT INC","DBA PEARL ROAD TAVERN & 4370 PEARL RD 1ST FL & BSMT","D6","ISSUED","8/28/2019","4374-76 PEARL RD PATIO ONLY","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"6619816","PVO INC","","D5","ISSUED","2/22/2018","12800 SUPERIOR AVE","","EAST CLEVELAND","OH","44112","EAST CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"6619816","PVO INC","","D6","ISSUED","2/22/2018","12800 SUPERIOR AVE","","EAST CLEVELAND","OH","44112","EAST CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"71282400005","PYRAMID CLEVELAND MANAGEMENT LLC","","D5A","ISSUED","10/9/2019","651 HURON RD & PATIO","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"71282400005","PYRAMID CLEVELAND MANAGEMENT LLC","","D6","ISSUED","10/9/2019","651 HURON RD & PATIO","","CLEVELAND","OH","44115","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7120509","QBYRDS LLC","DBA W BAR & GRILL","D5","ISSUED","8/8/2023","15301 & 15305 KINSMAN RD","","CLEVELAND","OH","44120","CLEVELAND","CUYAHOGA","00919","NOT A QUOTA EXEMPT CLASS","NO"
"71205090001","QBYRDS LLC","","D1","ISSUED","8/9/2023","18025-29 EUCLID AVE","","CLEVELAND","OH","44110","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"71205090001","QBYRDS LLC","","D3","ISSUED","8/9/2023","18025-29 EUCLID AVE","","CLEVELAND","OH","44110","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"71205090001","QBYRDS LLC","","D3A","ISSUED","8/9/2023","18025-29 EUCLID AVE","","CLEVELAND","OH","44110","CLEVELAND","CUYAHOGA","00914","NOT A QUOTA EXEMPT CLASS","NO"
"7129678","QSTAR PLUS LLC","DBA LAKEHORE FOOD MART","C2","ISSUED","7/22/2020","15208 LAKESHORE BLVD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7129678","QSTAR PLUS LLC","DBA LAKEHORE FOOD MART","C2X","ISSUED","7/22/2020","15208 LAKESHORE BLVD","","CLEVELAND","OHIO","44110","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7140205","QUICK LEE LLC","DBA FOOD PLUS","C1","ISSUED","3/2/2020","3895 LEE RD","","CLEVELAND","OH","44128","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148708","R & H GAS INC","DBA E 55TH ST SHELL","C1","ISSUED","7/10/2014","2625 E 55TH ST NORTH UNIT","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148708","R & H GAS INC","DBA E 55TH ST SHELL","C2","ISSUED","7/10/2014","2625 E 55TH ST NORTH UNIT","","CLEVELAND","OHIO","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7569712","R & T ESTATE LLC","","D2","ISSUED","11/6/2020","17001 EUCLID AVE & PATIO","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7569712","R & T ESTATE LLC","","D2X","ISSUED","11/6/2020","17001 EUCLID AVE & PATIO","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7569712","R & T ESTATE LLC","","D3","ISSUED","11/6/2020","17001 EUCLID AVE & PATIO","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7569712","R & T ESTATE LLC","","D6","ISSUED","11/9/2020","17001 EUCLID AVE & PATIO","","CLEVELAND","OH","44112","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7148634","R C BROTHERS INC","DBA MCBILLS BEVERAGE","C2","ISSUED","4/9/2018","1015 E 185TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148634","R C BROTHERS INC","DBA MCBILLS BEVERAGE","C2X","ISSUED","4/9/2018","1015 E 185TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148634","R C BROTHERS INC","DBA MCBILLS BEVERAGE","D6","ISSUED","4/9/2018","1015 E 185TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"7148634","R C BROTHERS INC","DBA MCBILLS BEVERAGE","D8","ISSUED","4/9/2018","1015 E 185TH ST","","CLEVELAND","OHIO","44119","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"71453440001","R C DISTRIBUTORS INC","DBA R C DISTRIBUTORS","B5","ISSUED","11/14/2005","12410 TRISKETT RD","","CLEVELAND","OHIO","44111","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148728","R JAY ENTERPRISES LLC","DBA ROWLEY INN","D2","ISSUED","12/30/2016","1104 ROWLEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7148728","R JAY ENTERPRISES LLC","DBA ROWLEY INN","D2X","ISSUED","12/30/2016","1104 ROWLEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7148728","R JAY ENTERPRISES LLC","DBA ROWLEY INN","D3","ISSUED","12/30/2016","1104 ROWLEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7148728","R JAY ENTERPRISES LLC","DBA ROWLEY INN","D3A","ISSUED","12/30/2016","1104 ROWLEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","NO"
"7148728","R JAY ENTERPRISES LLC","DBA ROWLEY INN","D6","ISSUED","12/30/2016","1104 ROWLEY AV 1ST FL & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","00944","NOT A QUOTA EXEMPT CLASS","YES"
"7148227","R TOWN LLC","","C1","ISSUED","12/16/2022","5611 WOODLAND AVE UNIT A","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148227","R TOWN LLC","","C2","ISSUED","12/16/2022","5611 WOODLAND AVE UNIT A","","CLEVELAND","OH","44104","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7154950","RACE FUEL 12404 INC","","C1","ISSUED","5/3/2023","12404 CEDAR RD","","CLEVELAND HTS","OH","44106","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7154950","RACE FUEL 12404 INC","","C2","ISSUED","5/3/2023","12404 CEDAR RD","","CLEVELAND HTS","OH","44106","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7154950","RACE FUEL 12404 INC","","D6","ISSUED","5/3/2023","12404 CEDAR RD","","CLEVELAND HTS","OH","44106","CLEVELAND HGTS","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7166460","RAFAEL RISTORANTE LLC","","D5","ISSUED","5/3/2019","10031 DETROIT AVE","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7166460","RAFAEL RISTORANTE LLC","","D6","ISSUED","6/12/2019","10031 DETROIT AVE","","CLEVELAND","OH","44102","CLEVELAND","CUYAHOGA","00925","NOT A QUOTA EXEMPT CLASS","NO"
"7196684","RANCHHOD KRUPA LLC","DBA W14 BP","C1","ISSUED","12/12/2011","3100 W 14TH ST","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"68315620005","RAZA PERVAIZ","DBA D&J FOOD MARKET","C1","ISSUED","8/2/1996","3324 W 31ST ST 1ST FL FRONT & BSMT","","CLEVELAND","OHIO","44109","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7148058","RCR ENTERPRISES INC","","D5","ISSUED","8/17/2009","4361-63 ROCKY RIVER DR","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","NO"
"7148058","RCR ENTERPRISES INC","","D6","ISSUED","10/26/2020","4361-63 ROCKY RIVER DR","","CLEVELAND","OH","44135","CLEVELAND","CUYAHOGA","00917","NOT A QUOTA EXEMPT CLASS","YES"
"7233199","REALTOP INC","","C1","ISSUED","11/22/1994","8901 MADISON AV","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7233199","REALTOP INC","","C2","ISSUED","11/22/1994","8901 MADISON AV","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7233199","REALTOP INC","","D6","ISSUED","9/14/2022","8901 MADISON AV","","CLEVELAND","OHIO","44102","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","YES"
"7230908","REANAD & REANAD LLC","DBA 1ST STOP SHOP 1ST FL","C1","ISSUED","6/5/2012","10109-11 ST CLAIR AVE","","CLEVELAND","OH","44108","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"7230908","REANAD & REANAD LLC","DBA 1ST STOP SHOP 1ST FL","C2","ISSUED","6/5/2012","10109-11 ST CLAIR AVE","","CLEVELAND","OH","44108","CLEVELAND","CUYAHOGA","","NOT A QUOTA EXEMPT CLASS","NO"
"43326720005","REGINALD JOHNSON","DBA SUNNY SPOT LOUNGE 1ST FL & BSMT & PATIO","D5","ISSUED","1/13/2023","4637-4641 BROADWAY AVE","","CLEVELAND","OH","44127","CLEVELAND","CUYAHOGA","00914","TRANSFER EXEMPT","NO"
"7306515","REPUBLIC RESTAURANT AND BAR LLC","","D1","ISSUED","5/1/2019","1425 EUCLID AV SUITE 108","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7306515","REPUBLIC RESTAURANT AND BAR LLC","","D2","ISSUED","5/1/2019","1425 EUCLID AV SUITE 108","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7306515","REPUBLIC RESTAURANT AND BAR LLC","","D3","ISSUED","5/1/2019","1425 EUCLID AV SUITE 108","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
"7306515","REPUBLIC RESTAURANT AND BAR LLC","","D6","ISSUED","5/1/2019","1425 EUCLID AV SUITE 108","","CLEVELAND","OHIO","44115","CLEVELAND","CUYAHOGA","00994","NOT A QUOTA EXEMPT CLASS","NO"
